,word,1501-1550,1551-1600,1601-1650,1651-1700
2887,mutuus,511,1357,747,1033
2262,europa,650,843,780,1373
2756,effigies,630,1481,689,846
3930,consentio,356,1404,744,1140
2247,aereus,417,1451,645,1127
2075,aridus,889,1711,490,547
1342,aggrego,644,1392,541,1058
3680,rana,295,1944,335,1059
5306,procreo,556,1636,781,659
5785,examino,351,739,710,1831
3974,rogo,436,932,532,1726
5120,exhalatio,191,972,972,1486
490,tutus,526,1209,1024,860
2468,concha,290,1955,518,854
5043,comparatio,421,1370,716,1098
5920,modero,578,1917,488,610
2430,uenus,823,1056,613,1101
5215,halitus,332,958,775,1520
4531,tactus,541,1929,624,490
1968,diluo,731,1178,939,735
1911,aspicio,818,1269,820,675
4952,munio,476,1386,796,922
6596,chymicus,21,268,868,2418
5317,fossilis,537,548,1401,1078
3510,umbilicus,673,1397,537,936
748,adolesco,641,1542,620,740
5611,uultus,386,1227,991,937
2614,commisceo,431,2024,414,665
2977,merus,338,1058,732,1401
5973,iniuria,706,1787,352,679
723,radia,392,929,956,1244
2623,poto,952,1758,440,367
3343,natiuus,450,1342,880,839
3193,peccatum,334,1398,873,905
2661,saeculum,354,424,871,1857
3672,auctoritas,435,1122,828,1120
906,ostium,514,749,1100,1134
3444,decipio,555,1515,553,871
1285,medico,464,2156,380,493
2628,seruus,686,1287,550,970
1329,ceruus,389,1806,376,921
4899,uallis,472,782,1016,1220
993,uirga,668,1462,463,896
2180,cus,696,1346,496,947
1629,detego,274,701,638,1871
1044,uanus,476,1202,770,1036
4220,gula,590,1518,617,758
2993,fluxus,361,1540,716,866
1394,promoueo,196,747,870,1669
5624,medo,430,1991,546,512
6201,diuturnus,412,1582,505,980
553,acies,609,1290,689,889
1853,hordeum,670,2067,374,366
402,insto,483,1359,569,1065
2781,merum,840,1080,699,856
1235,oro,582,1156,758,976
2023,amplitudo,869,874,806,920
1740,sacerdos,647,1329,539,949
55,consensus,273,1243,824,1121
4476,intercipio,420,953,810,1273
2077,sono,482,830,552,1585
1783,libertas,441,739,577,1688
3516,ferio,559,1192,679,1011
586,attendo,385,925,659,1472
1643,condio,577,1431,752,669
2433,lineus,312,2413,329,374
1945,ripa,636,856,1109,823
442,massa,302,901,679,1541
5845,aeus,336,1664,479,936
1143,hebraei,156,1086,267,1903
1243,cinereus,219,1185,835,1171
3432,corripio,800,1347,390,873
1237,aeuum,392,937,787,1291
2982,conuersio,390,1362,772,883
5861,exquiro,218,2217,400,569
5252,debilis,467,1759,634,541
473,notitia,478,1024,413,1483
688,simus,480,1534,541,840
4873,fames,528,1276,607,977
3295,quondam,1049,802,781,755
4374,libet,767,1158,587,872
917,bestia,570,1346,371,1096
4773,conscribo,724,1040,593,1025
538,nauigo,613,886,715,1166
2768,egregius,587,942,617,1234
2424,breuior,391,1272,829,884
2557,adeo,709,941,843,882
3887,obliquo,601,1419,755,600
1596,collis,510,1010,899,956
3368,mola,277,1003,704,1387
414,maritimus,611,1180,851,724
865,otium,231,1401,536,1197
4734,decet,577,1228,631,926
5986,lana,727,1518,355,761
328,competo,178,1524,872,785
3507,uiuum,371,1373,739,860
3454,resina,953,1528,447,412
2686,impero,539,1234,660,907
5425,prudentia,420,1060,650,1204
4934,ritus,586,1283,527,938
1336,luceo,257,1084,809,1182
4701,temperies,237,1851,631,613
4991,obsto,367,893,586,1484
5238,uireo,646,1263,825,596
3655,academia,140,605,852,1729
5387,purpura,375,1499,714,737
3949,ludo,443,1139,633,1108
4717,telum,629,1196,650,846
5900,excido,652,1331,563,770
4568,compositum,280,1802,619,610
401,percutio,592,1289,517,910
785,pictura,545,1152,1042,569
5958,cadauer,316,805,1037,1150
651,excludo,298,1132,631,1247
2426,spons,550,873,1138,744
1482,admiratio,489,924,594,1297
2230,pagina,366,1384,567,984
1348,brutus,298,1111,751,1140
2174,subterraneus,262,410,597,2031
5829,nonnullus,433,1122,625,1115
2858,solstitium,497,1083,668,1046
5685,cogitatio,342,1515,406,1022
3200,tius,545,1200,414,1126
144,promontorium,639,516,1588,541
3017,defluo,579,1352,581,771
3362,hercules,809,851,637,982
5495,pasco,562,1375,488,851
3101,apex,280,515,831,1647
4798,emo,471,1373,559,865
3990,lusitanus,61,1602,940,663
6341,lento,377,1214,960,713
3530,theologus,418,1119,846,880
6417,uiso,626,1162,781,693
5760,decus,420,701,694,1447
1429,dominor,469,1695,406,691
1289,laurus,803,1164,695,596
1415,uigilia,374,2052,368,455
4893,destino,238,858,589,1564
6399,comprobo,247,1226,764,1009
4535,imperfectus,271,1604,584,787
369,amicitia,528,982,433,1299
6120,ceo,344,1095,363,1435
3361,expedio,432,997,652,1155
3758,institutum,493,950,594,1198
1545,crassitudo,748,1621,438,424
1737,uiolentus,431,1117,683,997
4693,inspicio,575,1341,512,800
2283,columba,247,1355,294,1332
2904,effluo,456,1196,605,970
4062,eruo,409,750,873,1194
4459,lutum,370,1548,514,792
3826,palus,608,1125,721,767
1895,femur,940,1128,642,509
1314,nigrus,510,1493,570,645
2275,suspicor,457,1227,445,1088
1418,inuentio,501,982,776,955
6494,euanesco,319,850,550,1490
5896,incendium,328,768,785,1327
1312,in,282,1186,553,1187
5585,eximo,616,1145,570,873
6614,influo,375,1554,537,735
3494,stercus,543,1731,432,492
750,nucleus,450,996,1031,720
969,alumen,555,1173,811,656
3238,iuuenis,801,1729,350,312
5560,editio,92,437,885,1774
3558,illumino,124,1018,1083,961
2486,arceo,667,1121,611,784
6062,pix,706,1661,340,474
1003,expositio,617,1077,691,795
6213,nio,494,1458,367,861
2681,commemoro,792,990,492,906
4805,ligneus,288,994,674,1220
2861,interpretatio,529,887,695,1064
160,liceo,445,928,499,1300
6298,conuexus,133,927,1198,913
687,denso,552,1447,562,609
3409,delecto,500,1119,515,1035
1637,les,331,967,322,1544
5678,erudio,541,839,458,1322
5357,stadium,843,757,575,985
3029,prouoco,304,1770,409,672
6481,crux,356,844,734,1221
4966,gesto,429,1226,800,699
6362,intimus,360,1025,634,1131
2160,concilio,320,1091,616,1119
4826,accommodo,520,1244,667,715
2878,annoto,359,1212,714,856
5276,deuoro,421,1565,406,747
918,imaginatio,183,1482,598,868
3154,tardus,471,1359,528,772
453,decerno,586,1287,582,672
5670,foedus,464,943,667,1053
3364,metior,427,1406,561,732
6103,surgo,547,1043,809,726
1337,affecto,301,1569,516,738
4114,fruor,467,1044,658,953
3492,zona,355,724,962,1080
3715,conflo,416,1190,620,893
707,praescribo,271,989,708,1146
6009,dictio,781,1475,310,546
3416,pagus,513,674,992,931
3011,acidus,344,1157,605,1002
4598,potio,920,1431,357,398
6150,abstineo,525,1390,456,734
5101,sio,439,1357,457,850
4184,ardor,542,1275,539,735
5704,repugno,320,1182,566,1023
318,praeclarus,547,807,567,1163
177,deriuo,352,992,545,1192
3931,appellatio,658,1292,568,563
895,ramulus,646,1412,605,412
2156,sedeo,468,1296,550,758
4479,sitis,586,1294,536,654
5532,deprimo,357,783,690,1235
4673,ingressus,430,1013,701,920
4195,diligo,437,1386,652,588
2612,triticum,714,1285,444,617
1964,taceo,464,781,573,1242
4058,controuersia,278,759,852,1162
1674,responsio,302,780,894,1074
109,onus,463,933,612,1042
2453,promitto,472,872,543,1157
4643,inimicus,470,1231,511,832
2827,aduenio,274,1341,547,880
6607,fabrica,563,657,768,1053
1442,immuto,350,1556,510,622
4823,mano,657,1310,478,588
2391,regimen,215,1969,367,480
3247,perdo,390,1051,558,1029
1128,conspectus,395,936,630,1065
5066,ueo,507,1034,515,968
3033,uictoria,411,1119,472,1020
742,egeo,379,1572,525,546
3749,manifesto,438,1156,530,896
6514,undecimus,660,1140,478,741
2825,dionysius,557,1201,660,600
2906,depono,310,1056,571,1078
4345,offendo,610,1235,475,694
3366,tristis,484,799,640,1091
3609,miser,602,861,714,834
5419,satiuus,739,1460,489,321
1649,perspicio,480,1089,461,974
5257,firmamentum,134,732,929,1209
2951,aggredior,517,1138,453,888
2797,eximius,376,764,582,1273
2407,mysterium,217,1213,506,1057
3666,apis,509,923,697,860
3405,collecta,398,864,847,879
5445,aestimo,263,732,759,1228
3890,tectum,431,877,811,862
5359,commoueo,426,1434,410,710
3284,praesidium,423,1293,405,859
5898,constringo,380,1443,478,674
1696,lucas,235,587,707,1445
248,busm,501,1246,366,858
4458,fodina,412,580,656,1323
3006,transitus,471,838,604,1054
3590,donum,554,1033,655,724
1567,pronuncio,451,985,522,1008
4593,como,170,483,419,1892
4197,pecco,259,1164,575,964
3325,iugum,572,741,830,817
1719,iiii,478,2206,190,82
2812,prouidentia,344,1338,365,907
1592,tener,734,1191,534,493
1436,constans,220,879,781,1068
1184,lilium,598,1152,563,634
3502,pastor,501,925,428,1092
1375,euentus,320,1024,547,1054
6465,xiii,295,803,812,1034
5838,detineo,293,1045,586,1018
1227,stringo,410,1197,533,795
223,philosophicus,215,569,772,1378
423,examen,365,441,926,1200
5153,natalis,334,837,652,1104
3805,perforo,471,1146,524,785
523,apostolus,494,990,721,718
862,matutinus,540,687,502,1192
5768,celeritas,324,948,501,1145
2025,uoluo,409,878,586,1044
6023,prosequor,446,942,453,1076
2776,rado,486,1559,404,466
4477,induo,335,907,686,986
6439,adips,776,1687,206,240
3544,exercitium,298,1503,477,629
912,boreas,289,607,845,1164
767,mina,472,1214,397,822
1636,uigesimus,490,954,405,1055
3146,caueo,414,1327,428,733
1581,astringo,747,1561,423,170
1686,inuoluo,491,1020,496,894
3904,insinuo,404,737,396,1364
847,pontus,747,973,604,575
1382,absumo,422,1133,648,695
6638,fulmen,434,600,635,1227
1054,dos,443,1064,626,760
3215,motio,231,1511,413,735
3729,respublica,264,629,467,1528
4675,spuma,611,1363,467,445
3085,putresco,356,1577,605,345
3496,desiderium,284,1156,535,908
2159,olus,765,1297,350,471
6204,admoneo,551,1209,390,726
5645,lumbus,784,1117,573,402
1098,graecia,646,857,471,899
3801,musicus,423,818,551,1078
3168,concursus,184,984,834,866
3593,imber,666,807,599,795
5485,ria,482,1165,400,818
3258,pio,507,1198,390,770
3217,palmus,335,1337,413,778
5550,propheta,451,895,523,991
2886,ueho,450,990,677,742
1934,exicco,314,2252,150,140
6340,indus,419,1402,451,584
3531,dicendus,398,855,481,1119
6391,daniel,114,447,826,1465
2067,schema,165,393,967,1326
3804,abiicio,492,1707,293,359
4216,iucundus,541,1002,575,730
6591,puella,824,757,500,766
6151,bitumen,567,612,935,732
3713,excogito,295,1017,445,1087
4237,iesus,208,805,1275,555
1802,subduco,407,987,544,900
1504,legitimus,200,1256,755,625
4219,glacies,241,921,513,1160
1374,decretum,540,1085,511,697
6069,immortalis,416,1136,603,676
2957,uestio,409,995,633,794
6326,indago,248,666,861,1053
5139,interficio,419,1575,275,558
2364,pulcher,367,1315,485,657
6322,innuo,414,802,512,1095
3455,sanguineus,273,1197,559,788
769,perduco,493,1381,360,581
4922,faueo,335,702,496,1279
1941,frux,663,893,490,765
3445,profundus,329,1137,516,826
5966,eruditio,549,509,469,1281
849,discipulus,443,1020,532,813
2866,apollo,623,1013,587,584
3600,masculus,580,1205,422,600
6088,scapula,896,981,593,336
3262,conduco,581,1056,462,704
5796,nocturnus,555,979,558,710
122,clima,585,909,656,652
6161,expurgo,372,1650,399,380
6556,dogma,337,1233,574,656
1894,persona,364,835,778,822
1947,intersum,425,904,507,946
6507,eques,295,1139,457,891
4485,professor,385,370,709,1318
5699,doctissimus,359,602,541,1276
3104,sagitta,494,1051,656,574
3765,cantus,487,941,475,869
5825,diaphanus,18,1443,768,541
2131,arcanus,190,566,584,1429
6625,nidus,321,1133,329,983
3272,aquosus,607,1561,268,327
1240,subsequor,421,865,553,924
6324,mino,665,1000,352,746
4270,laxo,401,1345,477,537
1995,cono,436,1480,337,506
3594,odium,535,1013,397,813
5643,litus,502,1047,705,504
2809,iustitia,336,1277,479,660
5625,truncus,368,590,1018,775
4936,typus,185,536,806,1223
5817,sexus,346,1044,561,798
4867,nium,419,1164,349,815
3162,nato,368,1050,433,895
4205,factum,357,1016,601,770
3709,frumentum,482,1169,393,697
2759,solutus,460,1163,414,698
629,fornax,270,1302,450,713
1888,aduersor,506,1336,417,475
2860,odoratus,690,1351,387,306
3642,furor,507,1037,548,641
1580,satisfacio,260,806,591,1075
2394,tenuitas,363,1474,379,513
3869,capas,170,1189,432,935
1193,quaeso,295,676,591,1164
20,lamina,165,1074,567,918
3443,uastus,374,636,686,1021
377,uigeo,358,1181,437,739
3163,subsum,406,1183,418,706
2400,monumentum,352,587,646,1127
3610,occulto,474,966,482,790
4255,pecunia,417,1193,278,822
5638,obduco,619,900,393,797
5539,excello,441,1156,510,602
2648,inuado,448,1124,326,811
1972,seneca,521,413,481,1291
2517,socrates,347,1400,256,702
3203,lectus,435,1044,483,743
4640,potior,318,908,577,900
3961,natis,606,788,691,618
4106,disseco,493,1143,399,668
766,carbo,398,1000,550,755
5765,debilito,201,1699,363,440
3512,anglus,179,924,605,991
4241,ho,426,1086,568,618
2002,robustus,354,1428,433,481
6167,timor,406,1226,410,653
4227,stephanus,378,702,873,742
2840,immineo,372,864,526,930
2607,libro,314,688,600,1087
5939,prouerbium,500,1377,275,536
973,ualetudo,419,915,569,784
3536,comburo,437,1160,550,536
5875,agnus,252,982,300,1148
1317,obnoxius,281,929,567,903
3352,ductus,412,773,564,927
3342,molior,677,947,376,676
4152,myrrha,884,1243,296,253
3921,labrum,543,1272,415,445
1045,ferueo,536,1125,513,501
2214,pollex,640,711,613,710
2186,subiungo,320,951,444,958
3237,rudis,517,864,595,694
2764,decresco,232,490,789,1158
3916,porto,308,942,391,1027
1616,moror,385,856,534,890
2094,historicus,357,418,690,1198
5281,ara,591,868,497,706
4764,pugna,483,1208,353,614
2603,mol,279,774,555,1048
1454,aedificium,291,898,682,784
828,proiicio,275,830,584,962
764,fretum,405,343,978,925
2643,leuo,646,1075,401,527
3290,structura,235,800,441,1171
2687,angustia,380,1040,453,774
3545,moses,182,887,394,1177
3283,rhenus,625,993,257,763
5960,impar,408,1292,406,531
5692,gramen,394,777,836,629
780,calamus,487,881,404,863
5930,admirandus,155,558,924,996
1976,cuspis,474,538,637,983
4423,nauigatio,407,662,620,943
3504,contemplatio,241,1106,474,810
721,aro,407,1017,371,834
3915,periodus,124,775,616,1114
3485,praecipio,596,1257,283,493
5577,computo,274,613,704,1038
159,squama,311,1447,374,496
4482,doctus,443,798,501,885
5640,dubitatio,212,1512,451,452
71,humecto,426,1425,466,305
2763,thesaurus,266,576,683,1092
4060,indiuiduus,139,1473,480,525
2357,laeuus,459,980,619,557
2455,affigo,167,868,561,1018
366,rupes,332,647,638,996
4169,boreus,172,434,814,1193
3184,studeo,518,1022,413,653
343,meto,259,1191,504,651
2330,torus,525,1025,371,683
1040,aegroto,486,1339,228,550
1536,uicus,546,1014,409,632
3528,abscedo,647,1330,262,361
4515,institutio,503,492,904,701
1335,pallidus,356,1230,553,457
2256,adipiscor,408,996,518,673
5464,impedimentum,221,998,555,821
4456,altior,277,829,538,946
3090,persa,522,819,384,865
1707,antiquitas,338,525,648,1072
1549,uates,645,475,842,620
1926,enumero,597,932,373,679
5580,innotesco,187,821,569,998
1613,uendo,442,1136,421,575
4005,aes,376,963,446,787
6594,integro,347,645,603,974
5616,euidens,234,880,613,839
2089,argenteus,277,876,677,735
5613,pannus,185,1525,374,480
2478,marmor,482,625,765,690
5628,ris,560,1140,257,603
4088,uaco,406,930,391,831
825,arca,84,367,229,1878
4881,turcus,255,807,710,782
4068,commodum,383,795,456,918
522,iudex,435,844,549,721
4900,fuscus,124,744,798,880
2437,malignus,278,1070,458,737
962,diues,412,897,573,659
1955,caaestio,1361,1051,89,38
1396,pristinus,323,704,655,857
6600,uesper,191,563,546,1238
2656,aduersus,442,960,547,586
3387,commodus,379,846,577,732
3300,administro,321,1653,282,278
3189,candor,390,716,567,858
2078,recito,404,1302,252,571
5609,simia,568,1377,247,336
2366,praesentia,299,1344,437,446
4929,inflammo,396,1399,311,418
949,profunditas,149,769,563,1043
2503,consimilis,352,1162,389,620
1583,sublimis,355,931,480,754
2395,traduco,388,721,780,631
2326,uiola,484,1239,456,340
4356,gena,539,1117,379,484
1900,teres,432,1012,590,478
5194,statua,344,625,535,1002
5436,admiror,406,968,436,695
6636,genitalis,523,1236,286,460
3256,primo,398,930,487,689
5158,creta,594,838,535,536
6338,gnus,450,1020,358,674
4737,salis,195,596,507,1200
6428,fungor,336,861,622,676
1896,sion,397,999,399,698
4526,expendo,316,702,487,984
4119,contemno,445,868,381,790
201,fabrico,323,919,549,690
727,suadeo,267,645,443,1125
2640,annuus,244,487,623,1126
5072,nasus,321,1447,316,395
1094,destruo,142,957,472,907
4884,fluctus,478,639,644,716
6344,expeto,324,1161,366,626
2854,prauus,251,1249,432,539
5868,opacus,313,753,729,675
2967,impius,389,1097,340,643
2592,pronus,298,933,532,705
6127,innumerus,239,646,435,1147
3378,descensus,199,733,498,1037
1453,turba,311,779,546,828
3575,sensis,384,595,636,847
4964,libido,563,1118,297,482
3199,nilus,697,746,441,575
6040,euangelium,559,921,638,341
2580,paluster,454,1111,474,417
3508,caecus,514,776,530,636
3906,polleo,430,710,404,909
5199,excutio,404,763,524,758
96,faber,353,614,460,1022
1841,senectus,567,966,438,478
4144,agrestis,510,1243,249,447
4749,theologia,478,757,606,608
6339,stus,420,1042,295,692
1325,excuso,628,520,488,812
4926,damnum,266,746,565,870
4602,supernus,434,1035,450,527
2877,pabulum,508,886,429,621
3322,progressus,398,480,534,1032
1000,fuga,341,935,502,665
5045,conceptus,255,989,437,759
323,aduro,424,1279,322,413
4327,profundum,341,1283,415,398
1784,macero,459,1298,331,348
2355,lepor,319,1384,205,528
5931,uectis,191,232,560,1453
6383,uereor,399,740,424,871
3995,ratus,312,830,446,846
664,dea,533,692,628,578
5135,uua,648,1027,324,432
1532,puteus,404,749,489,787
2800,cingo,350,733,703,641
2126,tenuissimus,341,887,497,701
5069,humilis,378,802,628,618
837,permuto,280,1194,368,581
811,magus,261,797,503,857
2397,fluidus,97,327,259,1733
4407,dissipo,302,744,455,915
5925,torreo,455,816,522,622
2213,saluber,338,1178,466,433
5438,artus,505,751,568,589
6029,sterilis,455,873,602,483
4768,infesto,485,1131,342,455
2562,functio,497,991,544,379
1376,ouidius,624,1001,253,529
3388,probabilis,181,635,438,1153
3213,pulcherrimus,329,793,598,687
1333,rigor,432,1177,337,458
5103,mensa,403,738,481,782
1830,politicus,199,393,639,1172
6256,eiicio,343,892,474,693
3403,admisceo,330,1366,343,362
5812,gladius,299,942,433,725
726,felicitas,370,733,422,870
4107,proles,336,731,642,684
3840,oraculum,542,866,377,608
3091,grex,386,850,365,792
1446,porrigo,656,842,414,480
1181,psalmus,327,742,768,552
2719,guttur,517,1044,374,451
3727,peripateticus,149,1041,462,733
1156,concretus,402,745,531,705
6217,uipera,457,985,259,681
759,aedis,321,740,512,808
5657,crystallinus,65,800,895,618
3423,curandus,309,1054,462,551
1816,spongia,429,1292,291,364
5656,persicus,534,800,395,646
2998,fluxio,341,1653,274,106
650,pupilla,156,1081,652,483
6376,imbuo,315,679,406,970
5623,enascor,581,822,567,400
2911,insisto,187,753,524,904
616,barba,446,879,334,708
6065,incognitus,363,786,386,829
1481,uinculum,409,1171,288,496
28,cauo,420,1044,409,490
2237,fortitudo,249,1182,436,495
493,gaudium,432,817,515,598
1534,deleo,386,907,409,659
6047,splendeo,227,673,806,655
986,attenuo,296,1190,388,481
6543,seruio,308,894,483,669
5289,recessus,368,596,562,828
4656,rete,307,1135,321,590
1635,iniicio,421,1076,340,515
4943,sordes,344,1050,480,477
4796,cohaereo,279,778,347,945
5873,repello,288,1030,430,597
5063,aula,240,367,604,1133
1800,loan,873,632,733,100
5572,fragmentum,325,490,611,910
83,expecto,399,926,378,633
1074,festus,332,943,483,577
4615,contemplor,267,1013,462,590
4622,uerisimilis,347,731,468,782
529,petra,343,941,527,517
4944,siculus,378,515,818,617
3086,coruus,172,1000,187,968
266,stirpes,414,826,541,539
4711,armo,371,899,440,610
3218,lapillus,207,1059,444,609
3465,alueus,363,554,712,688
2649,iulianus,196,1023,651,444
2524,exsicco,139,933,566,674
4500,subtilitas,282,688,575,765
5349,contero,429,1237,253,391
5612,linum,512,995,354,446
1818,discrepo,252,839,423,788
1814,fax,394,579,614,715
6329,perseuero,205,930,300,865
5864,iussus,250,614,647,789
2110,alexandrinus,388,740,445,726
3989,cognatus,270,1285,405,337
3415,incommodum,332,866,417,681
3177,scelus,374,907,426,589
1355,castra,281,832,604,578
873,nero,247,938,287,820
1297,scindo,398,1086,356,448
1624,fera,402,821,387,676
2655,arabia,553,713,416,604
3369,lacteus,233,713,600,740
1435,globulus,47,514,304,1417
3923,stirps,717,661,537,365
2555,ile,549,883,325,523
4080,infernus,451,852,462,514
282,amplector,422,766,515,574
2470,arbitrium,358,771,448,698
3250,pertingo,338,676,503,758
6434,lius,435,1017,252,571
3893,recurro,262,630,469,913
1313,molestia,272,919,369,712
88,louus,543,816,407,504
1169,dedo,394,850,436,589
449,ecclesiasticus,376,451,772,669
5232,peritus,414,799,341,712
3076,publica,347,626,384,907
5502,responsum,185,471,439,1165
4857,uigor,269,990,533,467
4369,protendo,406,836,425,591
1697,inflo,352,885,277,743
1349,persequor,393,998,376,489
1465,gutta,280,679,582,714
6616,coma,532,839,369,515
5230,maiestas,275,576,543,860
40,praeceptor,506,870,358,517
3233,baptista,329,436,711,775
6354,lor,327,1099,421,404
2819,grauior,278,680,442,851
6629,admirabilis,246,670,573,761
5187,opprimo,282,1023,317,628
1710,atticus,661,1003,203,381
2471,crystallum,136,450,749,913
5682,corium,334,1100,329,482
2728,praelium,289,870,282,802
898,praesum,393,933,363,554
1954,primum,293,939,511,499
6541,margarita,251,709,547,733
5056,imbecillitas,240,1237,395,368
5854,iudaei,420,1002,611,206
3308,praeda,312,919,339,669
1918,destillo,106,1432,405,294
6104,cohibeo,464,1121,290,361
2674,sco,412,944,341,538
1295,torqueo,381,715,462,675
1528,nauta,243,781,579,630
2495,subsisto,183,794,528,727
139,augo,386,841,373,630
5582,suppedito,229,688,409,902
2139,gregorius,334,341,661,891
341,uito,341,902,356,628
3211,septum,674,927,353,272
703,obliquitas,196,430,567,1031
2277,apprehendo,290,891,360,680
3633,mercator,220,927,456,617
5779,deterior,308,1257,287,363
3360,intro,382,768,422,643
1747,pa,363,721,231,898
2726,minister,358,804,463,588
4563,martinus,178,314,919,800
2734,destituo,249,665,490,806
4279,ludus,385,824,343,658
5731,uenenatus,383,932,384,509
6414,faciendus,353,902,377,575
1645,particeps,336,1151,325,394
1958,probus,394,855,423,534
6156,clauus,304,748,445,709
1059,auditus,309,1035,332,530
4837,intercedo,217,585,526,876
5498,et,214,950,486,554
5098,innascor,282,1152,359,411
957,uictor,378,555,579,692
620,nanciscor,239,567,531,867
295,decurro,247,544,553,858
4511,diminuo,284,899,301,717
1395,celeber,374,463,491,872
6381,ditio,313,796,370,720
15,crimen,332,624,509,731
4262,nius,496,768,277,655
2358,uetustus,556,797,397,443
2822,lactuca,538,1134,253,268
4384,inhaereo,240,967,477,508
3699,certamen,486,894,351,460
5148,regno,308,764,413,705
1347,hedera,917,714,265,291
6410,silentium,350,766,313,755
2432,concito,354,761,320,747
2142,denarius,677,873,333,297
896,rideo,395,570,553,662
4298,intrinsecus,337,1015,303,523
6132,uolatilis,59,429,310,1379
4239,interpono,342,706,438,691
3173,xuium,281,588,532,776
753,uirus,363,698,371,744
3188,googlus,297,649,540,689
1817,relatio,138,521,448,1068
3667,laetus,446,509,444,775
87,superuenio,219,1056,329,569
4744,succinum,288,668,731,486
1110,symbolum,126,451,1009,586
5728,realis,57,414,457,1244
2423,uexo,415,961,300,496
814,noxius,396,840,411,525
3777,quercus,328,930,401,512
2874,insideo,436,816,468,450
1101,syria,563,681,331,595
6224,effodio,455,651,470,593
932,inseruio,84,548,534,1002
1804,sen,309,861,338,658
2742,genius,224,424,392,1126
2182,nondum,280,586,431,868
4862,molestus,300,844,389,629
131,fridericus,116,604,367,1075
919,tiberius,279,666,314,903
327,magistratus,451,734,438,537
3133,putridus,272,1044,457,386
19,contundo,396,960,387,416
886,connecto,337,820,511,484
2969,breuitas,363,734,422,632
4892,tremor,224,972,498,455
5111,curiosus,106,257,425,1359
2760,incredibilis,251,561,374,960
4301,acrimonia,326,1134,347,338
2976,moralis,359,568,706,511
4372,uirgilius,349,454,551,790
3356,caligo,416,865,358,504
5174,neglego,297,613,536,696
6466,temperatus,354,1134,307,346
1200,prex,296,686,556,603
1122,dimidius,358,729,542,512
6510,uoueo,235,463,513,927
6486,innitor,293,590,440,814
4611,arduus,336,586,525,690
3929,muscus,434,911,369,423
2939,insequor,315,813,337,671
4138,cicatrix,501,1264,183,186
6363,assurgo,209,605,504,814
6309,findo,318,744,417,652
6090,polliceor,398,725,335,672
3711,hirundo,228,1207,143,552
3918,leuitas,226,815,441,645
4799,scotus,225,696,631,571
1013,opifex,366,944,313,500
412,guberno,355,1127,332,306
2632,forum,344,617,500,659
3734,permisceo,304,996,376,442
5155,oleo,491,831,351,445
2779,incolo,390,770,587,370
5385,scopus,166,940,464,546
1417,metuo,256,585,561,713
3706,dispergo,281,686,480,664
4487,gaza,257,1336,269,249
3383,ursus,175,1027,237,671
4125,goog,365,721,482,539
4507,uindico,292,580,467,767
382,soror,375,594,515,622
1837,edoceo,338,605,443,719
5946,catholicus,203,476,751,675
5048,humanitas,308,671,222,903
4151,abscindo,261,855,362,622
2370,infirmus,378,1045,326,346
809,muliebris,443,892,372,388
6528,consentaneus,189,932,435,539
5453,abdo,454,606,387,648
5688,reg,145,644,399,905
3548,uilis,260,809,496,527
14,annulus,237,545,400,909
6588,successio,453,781,365,492
6634,sortior,323,993,305,468
1341,grammaticus,668,839,247,334
5967,ruina,307,547,489,742
806,gusto,422,1095,254,312
6493,grauissimus,249,775,392,664
6487,conatus,158,523,387,1011
5637,sector,286,730,310,751
6026,notabilis,280,529,432,834
6435,uulnero,342,1135,300,298
2783,harmonia,203,630,495,747
3074,elabor,273,847,273,677
355,celer,290,922,366,492
1318,insigne,420,573,397,679
5748,animalis,161,1091,247,569
4920,pratum,333,848,408,479
6215,inferus,306,696,457,606
1505,quo,449,790,270,555
1960,collegium,92,381,480,1111
4859,expando,221,611,416,816
1300,mergo,380,704,464,512
5565,laurentius,250,494,692,624
3093,rima,301,716,393,650
5819,obruo,441,617,404,595
2752,uelox,294,1032,314,412
1280,praeparatio,182,925,435,510
3303,instructus,217,413,359,1062
3794,uenere,362,604,391,693
3774,juppiter,36,5,495,1513
5329,ber,1331,354,100,263
320,asperitas,307,1021,333,384
1873,imaginor,194,908,333,609
3092,uitio,422,956,388,278
1786,infigo,244,888,352,559
2705,congero,307,554,450,730
1657,electio,287,1009,279,462
942,quotidianus,171,756,542,568
6087,enarro,439,496,378,722
3302,efficax,459,1054,240,281
1920,estus,197,1052,287,492
2368,dignosco,161,799,356,711
2305,emineo,303,642,368,713
3677,laeto,404,451,318,852
5681,foecundus,346,731,379,569
2492,nia,349,943,195,537
2509,interitus,230,1088,276,430
6484,aduersarius,227,628,465,704
5674,proficio,432,798,290,504
2140,calamitas,265,839,282,637
6618,profiteor,269,545,406,801
2092,deuenio,290,839,382,508
659,recondo,345,647,402,625
1539,iacto,361,552,432,674
5602,theatrum,127,228,613,1049
3468,perpendo,321,757,505,432
2065,cornelius,332,359,643,681
2310,pulso,254,762,391,607
5850,regina,193,731,396,693
4409,tormentum,201,672,495,645
3208,interrogo,332,866,287,528
2821,formica,386,472,382,767
3489,reprehendo,351,869,241,546
3176,celeberrimus,228,374,383,1021
6457,neco,511,846,290,358
2003,obitus,214,488,563,739
1510,alpes,395,704,255,649
263,pluma,117,510,365,1010
5323,creatura,106,909,469,517
744,negligo,312,749,372,568
